ID,ip_src,port_src,ip_dst,port_dst,protocol,duration,pkt_count_fwd,pkt_count_bwd,rate_fwd_pkts,rate_bwd_pkts,rate_fwd_bytes,rate_bwd_bytes,payload_fwd_mean,payload_bwd_mean,tcp_win_fwd_init,tcp_win_bwd_init,tcp_syn_count,tcp_psh_count,tcp_rst_count,iat_avg_packets,attack_type
TRAIN_00017,91.192.149.187,451.0,192.168.10.43,,TCP,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,62,0,0,0,1499088248.197502,Benign
TRAIN_00018,192.168.10.243,,192.168.10.249,50.0,UDP,178.51664400100708,2,2,0.0112034371427502,,0.4761460785668841,1.5068622956999038,88.5,88.5,0,0,0,0,0,59.505548,Benign
TRAIN_00019,,46642.0,192.168.10.243,60.0,UDP,0.0489749908447265,2,2,40.83716945125988,,1388.463761342836,4573.762978541107,73.0,73.0,0,0,0,0,0,0.016325,Benign
TRAIN_00020,,47132.0,192.168.10.243,,UDP,0.000187873840332,2,2,10645.44162436548,10645.44162436548,330008.69035532995,1351971.0862944163,79.0,79.0,0,0,0,0,0,,Benign
TRAIN_00021,192.168.10.18,,216.58.219.127,78.0,TCP,198.07790994644165,35,28,,,15.443418202600803,26.3633637966595,,,29200,42408,2,14,0,3.194805,Benign
TRAIN_00022,192.168.10.243,60135.0,192.168.10.249,60.0,UDP,,1,1,1876.6460850111853,1876.6460850111853,108845.47293064876,232704.114541387,91.0,91.0,0,0,0,0,0,0.00053287,Benign
TRAIN_00023,172.16.0.182,42187.0,192.168.10.18,,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499262820.88278,Hulk
TRAIN_00024,192.168.10.234,64261.0,192.168.10.243,57.0,UDP,0.000187873840332,2,2,10645.44162436548,10645.44162436548,489690.3147208122,1852306.8426395936,110.0,110.0,0,0,0,0,0,6.262e-05,Benign
TRAIN_00025,172.16.0.182,43698.0,192.168.10.18,,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,,Hulk
TRAIN_00026,172.16.0.182,52976.0,192.168.10.18,23.0,TCP,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,229,0,0,0,1,0.0,FTP_Brute_Force
TRAIN_00027,192.168.10.5,4510.0,172.217.12.144,89.0,TCP,115.8043999671936,16,15,0.1381640076243447,0.1295287571478231,3.834051211575565,6.441896855485072,38.38709677,38.38709677,8192,42780,2,2,0,3.86014667,Benign
TRAIN_00028,192.168.10.243,60994.0,192.168.10.249,,UDP,0.106921911239624,1,1,9.352619948579928,9.352619948579928,383.457417891777,1337.4246526469296,92.0,92.0,0,0,0,0,0,0.10692191,Benign
TRAIN_00029,192.168.10.5,49894.0,192.168.10.243,47.0,UDP,251.3226978778839,4,4,0.0159157928582462,0.0159157928582462,0.620715921471603,1.4642529429586533,65.5,65.5,0,0,0,0,0,35.90324255,Benign
TRAIN_00030,172.16.0.182,53670.0,192.168.10.18,87.0,TCP,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499262855.766806,Hulk
TRAIN_00031,192.168.10.93,23315.0,192.168.10.243,,UDP,,2,2,8439.243460764588,8439.243460764588,346008.9818913481,1071783.919517103,84.0,84.0,0,0,0,0,0,7.9e-05,Benign
TRAIN_00032,,52555.0,,442.0,TCP,,9,7,,37.13764141587905,2620.8564084920363,23799.92277023335,,,8192,42780,2,7,1,,Benign
TRAIN_00033,172.16.0.182,62231.0,192.168.10.18,,TCP,2.9087066650390625e-05,1,1,34379.54098360656,34379.54098360656,0.0,0.0,0.0,0.0,1024,0,1,0,1,2.909e-05,Port_Scanning
TRAIN_00034,192.168.10.151,55776.0,52.84.57.75,439.0,TCP,,9,7,1.4880184878395648,1.157347712764106,60.01674567619578,615.5436478029667,255.375,255.375,29200,28960,2,5,0,0.4032208,Benign
TRAIN_00035,172.16.0.182,,192.168.10.18,,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499262255.921756,Hulk
TRAIN_00036,172.16.0.182,51757.0,192.168.10.18,75.0,TCP,1.0019347667694092,6,6,5.9884138159474345,5.9884138159474345,367.2893807114426,11572.609699318416,996.91666667,996.91666667,29200,28960,3,2,0,0.09108498,Hulk
TRAIN_00037,192.168.10.5,,104.97.74.77,80.0,TCP,,1,0,,0.0,0.0,0.0,,,16138,0,0,0,0,1499447745.504508,Benign
TRAIN_00038,192.168.10.205,,192.168.10.243,46.0,UDP,0.0313460826873779,4,4,127.6076516447994,127.6076516447994,5997.559627305572,14930.095242441528,82.0,82.0,0,0,0,0,0,0.00447801,Benign
TRAIN_00039,192.168.10.205,,205.185.216.164,,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499433871.776888,Benign
TRAIN_00040,192.168.10.205,53591.0,172.217.10.72,443.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,258,0,0,0,0,1499434950.738795,Benign
TRAIN_00041,23.60.139.82,74.0,192.168.10.17,56856.0,TCP,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,946,0,0,0,1499191613.880921,Benign
TRAIN_00042,172.16.0.182,,192.168.10.18,86.0,TCP,5.032027006149292,8,6,,1.1923624401593662,3.974541467197888,2304.240415607975,,,8192,29200,2,2,1,0.387079,DDoS
TRAIN_00043,192.168.10.234,58731.0,192.168.10.243,46.0,UDP,0.0612590312957763,2,2,32.64824724934712,32.64824724934712,1207.9851482258434,4276.920389664473,84.0,84.0,0,0,0,0,0,0.02041968,Benign
TRAIN_00044,172.16.0.182,61200.0,192.168.10.18,75.0,TCP,10.37197995185852,9,5,0.8677224639628541,0.4820680355349189,1.928272142139676,1117.915774405477,,,8192,29200,2,2,1,0.79784461,DDoS
TRAIN_00045,192.168.10.243,,192.168.10.249,,UDP,0.0937280654907226,1,1,10.669162910430297,10.669162910430297,576.134797163236,1269.6303863412054,86.5,86.5,0,0,0,0,0,0.09372807,Benign
TRAIN_00046,192.168.10.201,52483.0,104.97.137.59,435.0,TCP,0.0,1,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,1,1499088828.563746,Benign
TRAIN_00047,192.168.10.243,,192.168.10.249,,UDP,0.0565340518951416,1,1,17.6884544177867,17.6884544177867,1591.960897600803,3042.4141598593123,131.0,131.0,0,0,0,0,0,0.05653405,Benign
TRAIN_00048,192.168.10.234,63664.0,192.168.10.243,50.0,UDP,0.0374629497528076,2,2,53.38607913142537,53.38607913142537,2402.3735609141418,5605.538308799664,75.0,75.0,0,0,0,0,0,0.01248765,Benign
TRAIN_00049,192.168.10.5,60550.0,192.168.10.243,55.0,UDP,0.000169038772583,2,2,11831.605077574048,11831.605077574048,354948.1523272214,544253.8335684062,38.0,38.0,0,0,0,0,0,5.635e-05,Benign
TRAIN_00050,,433.0,192.168.10.18,40241.0,TCP,4.792213439941406e-05,0,2,0.0,41734.36815920398,0.0,0.0,0.0,0.0,0,349,0,0,0,,Benign
TRAIN_00051,52.8.167.198,445.0,192.168.10.201,56841.0,TCP,0.0002088546752929,0,3,0.0,,0.0,0.0,0.0,0.0,0,117,0,0,1,0.00010443,Benign
TRAIN_00052,192.168.10.17,,192.168.10.243,52.0,UDP,,2,2,9799.77570093458,,284193.4953271028,597786.3177570093,45.0,45.0,0,0,0,0,0,6.803e-05,Benign
TRAIN_00053,172.16.0.182,55003.0,192.168.10.18,79.0,TCP,0.1630010604858398,5,6,30.674647055037767,36.80957646604532,2098.1458585645832,71134.50652063258,1085.18181818,1085.18181818,29200,28960,2,2,0,0.01630011,Hulk
TRAIN_00054,172.16.0.182,40477.0,,,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499262438.563596,Hulk
TRAIN_00055,192.168.10.5,53940.0,192.168.10.243,61.0,UDP,0.0609731674194335,2,2,32.80131383436302,32.80131383436302,1869.6748885586924,3968.958973957926,89.0,89.0,0,0,0,0,0,0.02032439,Benign
TRAIN_00056,192.168.10.5,51757.0,50.63.243.209,82.0,TCP,0.0772140026092529,5,4,64.75509403783745,,5530.085030831318,29359.959636755502,299.33333333,299.33333333,8192,29200,2,2,0,,Benign
TRAIN_00057,,47362.0,192.168.10.18,72.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499263023.6850307,Hulk
TRAIN_00058,192.168.10.36,,192.168.10.243,,UDP,0.0309839248657226,2,2,64.54960140355197,64.54960140355197,2517.4344547385267,7939.600972636892,81.0,81.0,0,0,0,0,0,0.01032797,Benign
TRAIN_00059,192.168.10.243,60808.0,,59.0,UDP,0.0506539344787597,1,1,19.74180308578637,19.74180308578637,1145.0245789756093,2862.561447439023,101.5,101.5,0,0,0,0,0,0.05065393,Benign
TRAIN_00060,192.168.10.151,51207.0,54.192.37.140,,TCP,0.1914420127868652,16,16,,83.57622116004912,4560.12756704518,59151.07052602476,,,29200,28960,2,13,0,,Benign
TRAIN_00061,,,192.168.10.243,60.0,UDP,0.10874605178833,2,2,,18.39147230736176,606.9185861429379,2206.9766768834106,,,0,0,0,0,0,0.03624868,Benign
TRAIN_00062,172.16.0.182,37732.0,192.168.10.18,90.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,,Hulk
TRAIN_00063,192.229.173.185,,192.168.10.151,57502.0,TCP,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,287,0,0,0,,Benign
TRAIN_00064,192.168.10.18,33376.0,192.168.10.243,88.0,UDP,0.0009770393371582,2,2,2047.000488042948,2047.000488042948,3013184.718399219,591583.1410444119,880.5,880.5,0,0,0,0,0,0.00032568,Benign
TRAIN_00065,192.168.10.43,64351.0,,452.0,TCP,180.54782700538635,20,18,,,6.413813000172264,28.56860747399701,,,8192,42780,2,22,0,4.879671,Benign
TRAIN_00066,172.16.0.182,60924.0,192.168.10.18,992.0,TCP,6.818771362304688e-05,1,1,14665.3986013986,14665.3986013986,0.0,0.0,0.0,0.0,29200,0,1,0,1,6.819e-05,Port_Scanning
TRAIN_00067,192.168.10.205,51243.0,162.208.20.92,450.0,TCP,0.0,1,0,,0.0,0.0,0.0,,,255,0,0,0,0,,Benign
TRAIN_00068,192.168.10.18,33279.0,,450.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,,,0,0,0,0,1,,Benign
TRAIN_00069,192.168.10.151,37006.0,,444.0,TCP,0.7062528133392334,10,9,14.15923563223629,,7123.511446578078,4763.166866684289,441.84210526,441.84210526,29200,28960,2,7,0,0.03923627,Benign
TRAIN_00070,,47027.0,192.168.10.18,87.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499263022.627042,Hulk
TRAIN_00071,,51241.0,,,UDP,0.1210889816284179,4,2,33.03355884414551,16.516779422072755,1189.2081183892385,2361.899457356404,,,0,0,0,0,0,0.0242178,Benign
TRAIN_00072,172.16.0.182,53982.0,192.168.10.18,75.0,TCP,1277.1563980579376,17,17,0.0133108208406193,0.0133108208406193,0.2623014695063234,0.3781839097658335,24.05882353,24.05882353,29200,28960,2,15,0,,Slowloris
TRAIN_00073,172.16.0.182,,192.168.10.18,87.0,TCP,5.467861890792847,9,7,1.645981588370914,1.280207902066267,3.657736863046476,2372.04235568564,811.875,811.875,8192,29200,2,3,1,0.36452413,DDoS
TRAIN_00074,192.168.10.205,63903.0,72.21.91.21,79.0,TCP,115.91424918174744,16,15,0.1380330728357032,0.1294060057834718,3.847671905295228,6.8671453735762364,40.06451613,40.06451613,8192,65535,2,2,0,3.86380831,Benign
TRAIN_00075,192.168.10.17,,,,UDP,,2,2,11831.605077574048,11831.605077574048,721727.909732017,911033.5909732016,69.0,69.0,0,0,0,0,0,5.635e-05,Benign
TRAIN_00076,192.168.10.232,49435.0,151.101.0.98,449.0,TCP,5.737929105758667,7,6,1.2199523331465878,1.045673428411361,104.39306393640088,29.975971614459016,59.30769231,59.30769231,29200,28960,2,5,0,0.47816076,Benign
TRAIN_00077,,59126.0,192.168.10.243,52.0,UDP,0.0001969337463378,2,2,10155.69975786925,,426539.3898305085,1401486.5665859564,90.0,90.0,0,0,0,0,0,6.564e-05,Benign
TRAIN_00078,192.168.10.93,60760.0,50.17.211.253,435.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,459,0,0,0,0,,Benign
TRAIN_00079,172.16.0.182,39502.0,192.168.10.18,,TCP,1.5020370483398438e-05,1,1,66576.25396825396,66576.25396825396,0.0,0.0,0.0,0.0,1024,0,1,0,1,,Port_Scanning
TRAIN_00080,172.16.0.182,44426.0,,8294.0,TCP,5.91278076171875e-05,1,1,16912.516129032258,16912.516129032258,0.0,0.0,0.0,0.0,29200,0,1,0,1,,Port_Scanning
TRAIN_00081,192.168.10.232,56168.0,192.168.10.18,5324.0,TCP,0.0084059238433837,17,9,2022.3832997702584,1070.673511643078,2440421.8242051224,0.0,789.0,789.0,29200,28960,4,4,0,0.00033624,Benign
TRAIN_00082,,453.0,192.168.10.234,59700.0,TCP,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,12501,0,0,0,0.0,Benign
TRAIN_00083,,,192.168.10.201,50152.0,TCP,0.0002241134643554,0,3,0.0,13386.07659574468,0.0,0.0,0.0,0.0,0,362,0,0,0,0.00011206,Benign
TRAIN_00084,,,,118.0,UDP,0.0427930355072021,1,1,23.368288511145654,23.368288511145654,1121.6778485349914,1121.6778485349914,48.0,48.0,0,0,0,0,0,0.04279304,Benign
TRAIN_00085,172.16.0.182,,192.168.10.18,71.0,TCP,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,1,1499262236.8283,Hulk
TRAIN_00086,192.168.10.234,56718.0,192.168.10.243,57.0,UDP,0.0001709461212158,2,2,11699.592747559274,11699.592747559274,456284.1171548117,643477.6011157602,47.0,47.0,0,0,0,0,0,5.698e-05,Benign
TRAIN_00087,192.168.10.5,2248.0,52.84.145.205,442.0,TCP,,20,19,0.1723790068864573,0.1637600565421344,6.938255027179906,37.320054990918,131.66666667,131.66666667,8192,29200,2,7,0,3.0532476,Benign
TRAIN_00088,169.46.44.98,,192.168.10.205,51295.0,TCP,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,0,66,0,0,0,1499432749.953158,Benign
TRAIN_00089,192.168.10.234,50452.0,192.168.10.243,55.0,UDP,,2,2,64.49947330785733,,2063.9831458514345,3095.974718777152,40.0,40.0,0,0,0,0,0,0.010336,Benign
TRAIN_00090,68.67.178.172,435.0,192.168.10.201,60129.0,TCP,9.298324584960938e-05,0,3,0.0,32263.876923076925,0.0,0.0,0.0,0.0,0,57,0,0,0,4.649e-05,Benign
TRAIN_00091,192.168.10.205,55974.0,91.209.18.6,442.0,TCP,6.4594690799713135,10,10,1.5481148490990857,,177.72358467657503,896.9777435680103,347.1,347.1,8192,14600,2,8,0,0.33997206,Benign
TRAIN_00092,192.168.10.18,85.0,,58021.0,TCP,0.0019748210906982,0,2,,1012.7499698176988,0.0,0.0,,,0,235,0,0,1,,Hulk
TRAIN_00093,,,,88.0,TCP,0.1149821281433105,5,4,43.485018765421856,34.78801501233749,3713.620602567026,19716.107508242272,299.33333333,299.33333333,8192,29200,2,2,0,0.01437277,Benign
TRAIN_00094,172.16.0.182,,192.168.10.18,8079.0,TCP,1.1920928955078123e-05,1,1,83886.08,83886.08,0.0,0.0,0.0,0.0,29200,0,1,0,1,1.192e-05,Port_Scanning
TRAIN_00095,,16094.0,192.168.10.243,46.0,UDP,0.0001862049102783,2,2,10740.855313700384,10740.855313700384,311484.8040973112,612228.7528809219,43.0,43.0,0,0,0,0,0,,Benign
TRAIN_00096,192.168.10.17,63773.0,192.168.10.243,50.0,UDP,0.0468909740447998,2,2,42.6521316893352,42.6521316893352,1791.3895309520783,6611.080411846956,98.5,98.5,0,0,0,0,0,0.01563032,Benign
TRAIN_00097,172.16.0.182,34823.0,192.168.10.18,80.0,TCP,0.0939650535583496,9,6,,63.85352610131991,3841.853820429415,123396.93919080072,,,29200,28960,2,2,1,0.00671179,Hulk
TRAIN_00098,172.16.0.182,,192.168.10.18,12.0,TCP,4.482269287109375e-05,1,1,22310.127659574468,,0.0,0.0,0.0,0.0,229,0,0,0,1,4.482e-05,FTP_Brute_Force
TRAIN_00099,192.168.10.243,61685.0,192.168.10.249,54.0,UDP,0.0462660789489746,1,1,21.6141074134004,21.6141074134004,1059.0912632566192,3198.8878971832582,98.5,98.5,0,0,0,0,0,0.04626608,Benign
TRAIN_00100,172.16.0.182,46908.0,192.168.10.18,83.0,TCP,0.1619620323181152,5,6,30.871432819386506,37.0457193832638,1926.3774079297173,71590.8527081573,1082.45454545,1082.45454545,29200,28960,2,2,0,0.0161962,Hulk
TRAIN_00101,192.168.10.93,64598.0,192.168.10.243,43.0,UDP,0.0237140655517578,2,2,84.3381323896083,84.3381323896083,3289.187163194724,6409.698061610231,57.5,57.5,0,0,0,0,0,,Benign
TRAIN_00102,192.168.10.93,,104.97.125.192,452.0,TCP,117.19404292106628,74,111,0.6314314120030933,0.94714711800464,13.353921078173526,1616.9422547153806,1032.76216216,1032.76216216,29200,28960,2,13,1,0.63692415,Benign
TRAIN_00103,192.168.10.17,49776.0,172.217.6.228,439.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,258,0,0,0,0,,Benign
TRAIN_00104,38.135.33.24,88.0,192.168.10.243,65265.0,TCP,4.57763671875e-05,0,2,0.0,43690.66666666666,0.0,0.0,0.0,0.0,0,123,0,0,1,,Benign
TRAIN_00105,,47513.0,172.217.11.8,89.0,TCP,0.0,1,0,,,0.0,0.0,,,252,0,0,0,0,1499189482.051115,Benign
TRAIN_00106,172.16.0.182,,192.168.10.18,71.0,TCP,3.7769389152526855,7,5,1.853352716860576,1.3238233691861254,5.295293476744502,3069.946393142625,967.91666667,967.91666667,8192,29200,2,2,1,0.34335808,DDoS
TRAIN_00107,172.16.0.182,,192.168.10.18,86.0,TCP,2.1949849128723145,8,4,3.644671976141903,1.8223359880709515,9.111679940354756,5282.49644542067,967.91666667,967.91666667,8192,29200,2,2,1,0.19954408,DDoS
TRAIN_00108,172.16.0.182,,192.168.10.18,85.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499262973.6854467,Hulk
TRAIN_00109,172.217.12.144,437.0,192.168.10.201,63641.0,TCP,0.0007448196411132,0,3,0.0,4027.820742637644,0.0,0.0,0.0,0.0,0,349,0,0,0,0.00037241,Benign
TRAIN_00110,,436.0,192.168.10.151,60593.0,TCP,0.0,0,1,0.0,,0.0,0.0,0.0,0.0,0,122,0,0,0,,Benign
TRAIN_00111,192.168.10.36,,172.217.6.174,436.0,TCP,5.670896053314209,9,6,1.5870507791692252,1.0580338527794837,67.00881067603396,700.7710884909446,,,29200,42408,2,5,0,0.405064,Benign
TRAIN_00112,192.168.10.205,,95.85.8.205,,TCP,,4,2,1.248781231410318,0.624390615705159,0.0,0.0,0.0,0.0,8192,29200,2,0,0,0.64062462,Benign
TRAIN_00113,192.168.10.205,57896.0,52.15.221.79,,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1499092304.3400867,Benign
TRAIN_00114,192.168.10.18,1967.0,172.16.0.182,,TCP,0.0,1,0,,,0.0,0.0,,,0,0,0,0,1,,Port_Scanning
TRAIN_00115,,,72.167.239.11,75.0,TCP,,5,4,75.16673835125448,60.13339068100358,6434.272802867384,34065.56582078853,299.33333333,299.33333333,29200,28960,2,2,0,0.00831485,Benign
TRAIN_00116,192.168.10.18,70.0,172.16.0.182,,TCP,0.0009229183197021,0,2,0.0,2167.0390080082666,0.0,0.0,0.0,0.0,0,235,0,0,1,,Hulk
TRAIN_00117,192.168.10.5,9476.0,72.21.91.21,80.0,TCP,,17,15,0.1468239052410059,0.129550504624417,3.851968337499333,6.874813445402397,38.8125,38.8125,8192,65535,2,2,0,,Benign
TRAIN_00118,192.168.10.36,57153.0,192.168.10.243,56.0,UDP,0.0001790523529052,2,2,11169.917443408787,11169.917443408787,390947.1105193076,927103.1478029294,59.0,59.0,0,0,0,0,0,5.968e-05,Benign
TRAIN_00119,54.153.121.118,434.0,192.168.10.201,65009.0,TCP,8.0108642578125e-05,0,2,0.0,24966.09523809524,0.0,0.0,,,0,65,0,0,1,8.011e-05,Benign
TRAIN_00120,192.168.10.205,54056.0,162.208.22.41,442.0,TCP,0.2654500007629394,8,6,30.137502267873085,22.603126700904813,1348.6532264873206,14224.901070436095,295.28571429,295.28571429,8192,29200,2,5,1,0.02041923,Benign
TRAIN_00121,172.16.0.182,,192.168.10.18,32788.0,TCP,5.602836608886719e-05,1,1,17848.102127659575,17848.102127659575,0.0,0.0,0.0,0.0,1024,0,1,0,1,5.603e-05,Port_Scanning
TRAIN_00122,192.168.10.18,51868.0,192.168.10.243,57.0,UDP,0.000195026397705,2,2,10255.022004889976,10255.022004889976,235865.50611246945,235865.50611246945,23.0,23.0,0,0,0,0,0,,Benign
TRAIN_00123,192.168.10.43,57990.0,192.168.10.243,43.0,UDP,0.0001521110534667,2,2,13148.288401253918,13148.288401253918,670562.7084639498,880935.3228840126,59.0,59.0,0,0,0,0,0,,Benign
TRAIN_00124,192.168.10.201,49183.0,185.22.116.15,447.0,TCP,0.1082150936126709,2,3,18.481710205403548,27.72256530810532,0.0,0.0,0.0,0.0,65535,17777,0,0,1,0.02705377,Benign
TRAIN_00125,,56115.0,199.59.150.128,453.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,,Benign
TRAIN_00126,192.168.10.18,50701.0,172.217.10.193,437.0,TCP,0.0,1,0,,0.0,0.0,0.0,,,376,0,0,0,0,,Benign
TRAIN_00127,192.168.10.243,61633.0,192.168.10.249,60.0,UDP,142.44731903076172,2,2,0.0140402782839886,0.0140402782839886,0.6037319662115098,1.144282680145071,62.25,62.25,0,0,0,0,0,47.48243968,Benign
TRAIN_00128,192.168.10.18,74.0,,43973.0,TCP,0.0009620189666748,0,2,0.0,2078.9610904584883,0.0,0.0,,,0,235,0,0,1,0.00096202,Hulk
TRAIN_00129,,47987.0,,43.0,UDP,0.0002059936523437,2,2,9709.037037037036,,339816.2962962963,805850.074074074,59.0,59.0,0,0,0,0,0,6.866e-05,Benign
TRAIN_00130,172.16.0.182,,192.168.10.18,81.0,TCP,6.01029896736145,9,6,1.4974296701169,,3.327621489148666,1929.1885583339392,774.33333333,774.33333333,8192,29200,2,2,1,,DDoS
TRAIN_00131,192.168.10.201,53381.0,192.168.10.243,49.0,UDP,,2,2,,2.776066009191329,86.05804628493121,549.6610698198832,,,0,0,0,0,0,,Benign
TRAIN_00132,,42055.0,192.168.10.18,87.0,TCP,0.1850061416625976,4,7,21.620903847046023,37.83658173233055,2097.2276731634647,62673.59502662467,1089.36363636,1089.36363636,229,29200,2,2,0,,Hulk
TRAIN_00133,107.22.198.229,443.0,192.168.10.201,,TCP,0.0006031990051269,0,2,0.0,,0.0,0.0,0.0,0.0,0,114,0,0,1,0.0006032,Benign
TRAIN_00134,,33292.0,192.168.10.18,78.0,TCP,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,,Hulk
TRAIN_00135,172.16.0.182,59697.0,192.168.10.18,73.0,TCP,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,,Hulk
TRAIN_00136,192.168.10.5,53754.0,192.168.10.243,,UDP,0.0471420288085937,2,2,42.42498786211361,42.42498786211361,1442.4495873118628,9078.947402492313,,,0,0,0,0,0,0.01571401,Benign
TRAIN_00137,172.16.0.182,55680.0,192.168.10.18,72.0,TCP,0.0320041179656982,5,6,,187.47587439937425,9748.74546876746,362297.1272767907,,,29200,28960,2,2,0,0.00320041,Hulk
TRAIN_00138,192.168.10.43,53146.0,192.168.10.243,56.0,UDP,0.138395071029663,2,2,14.451381722773403,14.451381722773403,708.1177044158967,1112.756392653552,63.0,63.0,0,0,0,0,0,,Benign
